case_id,sentence,label
1987_M_123,s 2r states that the expression protected means a person who is deemed to be a protected tenant under the provisions of the said act.,STATUTE
2007_C_121,applying the principle of deemed equivalence we may clarify that if the ssi unit wrongly affixes a trade mark of another person be it registered or not or if it uses the trade mark of an ineligible person then such default would not be eliminated by the above principle of deemed equivalence embodied in s 28 of the trade marks act1999 as that principle is based on a deeming fiction which fiction is confined only to the provisions of the trade marks act.,STATUTE
1987_M_123,s 37 deals with persons not entitled under s 34 to be deemed in certain circumstances as protected tenants.,STATUTE
1987_M_123,sub s 2 of s 35 stipulates that a declaration by the tahsildar that the person is deemed to be a protected tenant or in the event of an appeal from the tahsildar 's decision such declaration by the collector on first appeal or by the board of revenue on second appeal shall be conclusive that such person is a protected tenant and his rights as such shall be recorded in the record of right of where there is no record of rights in such village record as may be prescribed.,STATUTE
2007_C_121,notification no 193 ce dated 28 2 1993 was subsequently amended by notification no 5994 dated 1 3 94 para 7 of notification no 193 ce as amended read as under para 7 the exemption contained in this notification shall not apply to the specified goods where a manufacturer affixes the specified goods with a brand name or trade name registered or not of another person who is not eligible for the grant of exemption under this notification.,STATUTE
2008_S_1411,shall in accordance with the prescribed procedure be summarily evicted by the appropriate authority.,STATUTE
2009_S_146,it has been repeatedly held by this court that culpable homicide is the genus and murder is species and that all murders are culpable homicide but not vice versa.,STATUTE
1973_S_68,forfeiture under this section shall be disposed of as the division peishkar may direct.,STATUTE
1987_C_108,section 33c provides for the ascertainment of the price.,STATUTE
1987_M_123,sub s 2 of s 34 of the said act also deals with to be deemed to be a protected tenant in respect of any landfor certain purposes.,STATUTE
2015_S_368,6 revenue officers in division.,STATUTE
1963_S_59,section 224 deals with the interpretation of the language of the charge and section 225 with the effect of errors in the charge.,STATUTE
